Year,Year2021Num,TherOrGeneral,PaperLanguage,LanguageOfCORE,OpenAccess,Empirical,AssessmentStructure,DataAvailable,EmbeddedInTherapy,WhichCOREInstruments,FormatOfMeasure,OtherMeasureNames,Countries,AgeGroups,GenderCategories,Author,DOI,URL,ref,shinyID,TitleExcel,OtherMeasureNamesLwr,inclYP,inclOP,cite,Foci
2005,2005,Treatment,English,NA,N,Non-empirical,Not applicable,NA,NA,NA,NA,"Inventory of Interpersonal Problems-Circumplex version (IIP-C),Symptom Checklist-90 (SCL-90),Symptom Checklist-90-R (SCL-90-R),Brief Psychiatric Rating Scale (BPSR),Beck Depression Inventory I (BDI),Beck Depression Inventory-II (BDI-II)",NA,NA,Not applicable,"hughes, jan; barkham, michael",10.1002/cpp.466,<a href='https://onlinelibrary.wiley.com/doi/10.1002/cpp.466' target='_blank' >https://onlinelibrary.wiley.com/doi/10.1002/cpp.466</a>,"Hughes, Jan & Barkham, Michael (2005) Scoping the inventory of interpersonal problems, its derivatives and short forms: 1988-2004. Clinical Psychology & Psychotherapy 12:12(6):475-496",2005_011,"scoping the inventory of interpersonal problems, its derivatives and short forms: 1988-2004","inventory of interpersonal problems-circumplex version (iip-c),symptom checklist-90 (scl-90),symptom checklist-90-r (scl-90-r),brief psychiatric rating scale (bpsr),beck depression inventory i (bdi),beck depression inventory-ii (bdi-ii)",NA,NA,"Hughes, Jan & Barkham, Michael (2005)",
2005,2005,Treatment,English,English,N,Empirical,Only once,N,N,CORE-OM;,Unknown;,Health of Nation Outcome Scale (HoNOS),UK,NA,Men;Women,"leach, chris; lucock, mike; barkham, michael; noble, rachael; clarke, linda; iveson, steve",10.1192/pb.29.11.419,<a href='https://www.cambridge.org/core/product/identifier/S0955603600029548/type/journal_article' target='_blank' >https://www.cambridge.org/core/product/identifier/S0955603600029548/type/journal_article</a>,"Leach, Chris, Lucock, Mike ... Iveson, Steve (2005) Assessing risk and emotional disturbance using the CORE–OM and HoNOS outcome measures at the interface between primary and secondary mental healthcare. Psychiatric Bulletin 29:29(11):419-422",2005_012,assessing risk and emotional disturbance using the core-om and honos outcome measures at the interface between primary and secondary mental healthcare,health of nation outcome scale (honos),NA,NA,"Leach, Chris, Lucock, Mike ... Iveson, Steve (2005)",
2005,2005,Treatment,English,English,N,Empirical,Only once,N,N,CORE-OM;CORE-A(TAF);,Paper and pencil;,"Experiences in Close Relationships Scale (ECR),Young Schema Questionnaire (YSQ)",UK,NA,Men;Women,"mason, oliver; platts, helen; tyson, mary",10.1348/147608305X41371,<a href='http://doi.wiley.com/10.1348/147608305X41371' target='_blank' >http://doi.wiley.com/10.1348/147608305X41371</a>,"Mason, Oliver, Platts, Helen ... Tyson, Mary (2005) Early maladaptive schemas and adult attachment in a UK clinical population. Psychology and Psychotherapy: Theory, Research and Practice 78:78(4):549-564",2005_013,early maladaptive schemas and adult attachment in a uk clinical population,"experiences in close relationships scale (ecr),young schema questionnaire (ysq)",NA,NA,"Mason, Oliver, Platts, Helen ... Tyson, Mary (2005)",
2005,2005,Treatment,English,English,N,Empirical,Pre-post,N,N,CORE-OM;,Unknown;,"Hospital Anxiety and Depression scale (HADS),Beck Depression Inventory (BDI),Social Adjustment Scale Self-Report (SAS-SR)",UK,NA,Men;Women,"mead, nicola; macdonald, wendy; bower, peter; lovell, karina; richards, david; roberts, chris; bucknall, aidan",10.1017/S003329170500560X,<a href='https://www.cambridge.org/core/product/identifier/S003329170500560X/type/journal_article' target='_blank' >https://www.cambridge.org/core/product/identifier/S003329170500560X/type/journal_article</a>,"Mead, Nicola, MacDONALD, Wendy ... Bucknall, Aidan (2005) The clinical effectiveness of guided self-help versus waiting-list control in the management of anxiety and depression: A randomized controlled trial. Psychological Medicine 35:35(11):1633-1643",2005_014,the clinical effectiveness of guided self-help versus waiting-list control in the management of anxiety and depression: a randomized controlled trial,"hospital anxiety and depression scale (hads),beck depression inventory (bdi),social adjustment scale self-report (sas-sr)",NA,NA,"Mead, Nicola, MacDONALD, Wendy ... Bucknall, Aidan (2005)",Anxiety; Depression; 
2005,2005,Treatment,English,NA,N,Empirical,"Fixed intervals (e.g., once a month, once every two weeks)",N,N,CORE-OM;,Unknown;,Self-Rating Anxiety Scale (SAS),UK,NA,Men;Women,"reeves, t.; stace, j. m.",10.1111/j.1365-2850.2005.00845.x,<a href='https://onlinelibrary.wiley.com/doi/10.1111/j.1365-2850.2005.00845.x' target='_blank' >https://onlinelibrary.wiley.com/doi/10.1111/j.1365-2850.2005.00845.x</a>,"Reeves, T. & Stace, J. M. (2005) Improving patient access and choice: Assisted bibliotherapy for mild to moderate stress/anxiety in primary care. Journal of Psychiatric and Mental Health Nursing 12:12(3):341-346",2005_015,improving patient access and choice: assisted bibliotherapy for mild to moderate stress/anxiety in primary care,self-rating anxiety scale (sas),NA,NA,"Reeves, T. & Stace, J. M. (2005)",Anxiety
2005,2005,Treatment,English,NA,N,Empirical,Pre-post,N,N,CORE-OM;,Unknown;,NA,UK,NA,Men;Women,"shepherd, melanie; ashworth, mark; evans, chris; robinson, susan i.; rendall, melanie; ward, sarah",10.1080/14733140600571326,<a href='http://doi.wiley.com/10.1080/14733140600571326' target='_blank' >http://doi.wiley.com/10.1080/14733140600571326</a>,"Shepherd, Melanie, Ashworth, Mark ... Ward, Sarah (2005) What factors are associated with improvement after brief psychological interventions in primary care? Issues arising from using routine outcome measurement to inform clinical practice. Counselling and Psychotherapy Research 5:5(4):273-280",2005_016,what factors are associated with improvement after brief psychological interventions in primary care? issues arising from using routine outcome measurement to inform clinical practice,NA,NA,NA,"Shepherd, Melanie, Ashworth, Mark ... Ward, Sarah (2005)",
2005,2005,Treatment,English,NA,N,Empirical but did not use CORE,Not applicable,NA,NA,NA,NA,"Inventory of Interpersonal Problems-Circumplex version (IIP-C),Attributional Style Questionnaire (ASQ),Dysfunctional Attitudes Scale (DAS)",NA,NA,Not applicable,"vittengl, jeffrey r.; clark, lee anna; jarrett, robin b.",10.1037/0022-006X.73.1.173,<a href='http://doi.apa.org/getdoi.cfm?doi=10.1037/0022-006X.73.1.173' target='_blank' >http://doi.apa.org/getdoi.cfm?doi=10.1037/0022-006X.73.1.173</a>,"Vittengl, Jeffrey R., Clark, Lee Anna ... Jarrett, Robin B. (2005) Validity of sudden gains in acute phase treatment of depression. Journal of Consulting and Clinical Psychology 73:73(1):173-182",2005_017,validity of sudden gains in acute phase treatment of depression,"inventory of interpersonal problems-circumplex version (iip-c),attributional style questionnaire (asq),dysfunctional attitudes scale (das)",NA,NA,"Vittengl, Jeffrey R., Clark, Lee Anna ... Jarrett, Robin B. (2005)",
2006,2006,Treatment,English,English,N,Empirical,Pre-post,N,N,CORE-OM;CORE-A(TAF);,Unknown;,NA,UK,NA,Men;Women,"barkham, michael; connell, janice; stiles, william b.; miles, jeremy n. v.; margison, frank; evans, chris; mellor-clark, john",10.1037/0022-006X.74.1.160,<a href='http://doi.apa.org/getdoi.cfm?doi=10.1037/0022-006X.74.1.160' target='_blank' >http://doi.apa.org/getdoi.cfm?doi=10.1037/0022-006X.74.1.160</a>,"Barkham, Michael, Connell, Janice ... Mellor-Clark, John (2006) Dose-effect relations and responsive regulation of treatment duration: The good enough level. Journal of Consulting and Clinical Psychology 74:74(1):160-167",2006_001,dose-effect relations and responsive regulation of treatment duration: the good enough level,NA,Y,NA,"Barkham, Michael, Connell, Janice ... Mellor-Clark, John (2006)",Anxiety; Depression; 
2006,2006,Treatment,English,NA,N,Non-empirical,Not applicable,NA,NA,NA,NA,"Beck Depression Inventory (BDI),Hamilton Depresion Rating Scale (HDRS),Health of Nation Outcome Scales (HoNOS)",NA,NA,Not applicable,"barkham, michael; mellor-clark, john; connell, janice; cahill, jane",10.1080/14733140600581218,<a href='http://doi.wiley.com/10.1080/14733140600581218' target='_blank' >http://doi.wiley.com/10.1080/14733140600581218</a>,"Barkham, Michael, Mellor-Clark, John ... Cahill, Jane (2006) A core approach to practice-based evidence: A brief history of the origins and applications of the CORE-OM and CORE System. Counselling and Psychotherapy Research 6:6(1):3-15",2006_002,a core approach to practice-based evidence: a brief history of the origins and applications of the core-om and core system,"beck depression inventory (bdi),hamilton depresion rating scale (hdrs),health of nation outcome scales (honos)",NA,NA,"Barkham, Michael, Mellor-Clark, John ... Cahill, Jane (2006)",
2006,2006,Treatment,English,English,N,Empirical,Only once,N,N,CORE-OM;CORE-A(TAF);,Unknown;,NA,UK,NA,Men;Women,"bewick, bridgette m.; mcbride, jenny; barkham, michael",10.1080/14733140600581481,<a href='http://doi.wiley.com/10.1080/14733140600581481' target='_blank' >http://doi.wiley.com/10.1080/14733140600581481</a>,"Bewick, Bridgette M., McBride, Jenny ... Barkham, Michael (2006) When clients and practitioners have differing views of risk: Benchmarks for improving assessment and practice. Counselling and Psychotherapy Research 6:6(1):50-59",2006_003,when clients and practitioners have differing views of risk: benchmarks for improving assessment and practice,NA,NA,NA,"Bewick, Bridgette M., McBride, Jenny ... Barkham, Michael (2006)",
2006,2006,Treatment,English,English,N,Empirical,Only once,N,N,CORE-OM;,Unknown;,NA,UK,Any adults;,Men;Women,"branney, peter; barkham, michael",10.1080/14681990500281414,<a href='http://www.tandfonline.com/doi/abs/10.1080/14681990500281414' target='_blank' >http://www.tandfonline.com/doi/abs/10.1080/14681990500281414</a>,"Branney, Peter & Barkham, Michael (2006) Core outcomes in psychosexual therapy: A feasibility study of the CORE-OM. Sexual and Relationship Therapy 21:21(1):15-26",2006_004,core outcomes in psychosexual therapy: a feasibility study of the core-om,NA,N,N,"Branney, Peter & Barkham, Michael (2006)",
2006,2006,Treatment,English,English,N,Empirical,Session-by-session,N,N,CORE-OM;CORE-SF/A;CORE-SF/B;,Unknown;,"Beck Depression Inventory-II (BDI-II),Hamilton Depresion Rating Scale (HDRS),Beck Hopelessness Scale (BHS),Inventory of Interpersonal Problems-Circumplex version (IIP-C)",UK,NA,Men;Women,"cahill, jane; barkham, michael; stiles, william b.; twigg, elspeth; hardy, gillian e.; rees, anne; evans, chris",10.1037/0022-0167.53.2.253,<a href='http://doi.apa.org/getdoi.cfm?doi=10.1037/0022-0167.53.2.253' target='_blank' >http://doi.apa.org/getdoi.cfm?doi=10.1037/0022-0167.53.2.253</a>,"Cahill, Jane, Barkham, Michael ... Evans, Chris (2006) Convergent validity of the CORE measures with measures of depression for clients in cognitive therapy for depression. Journal of Counseling Psychology 53:53(2):253-259",2006_005,convergent validity of the core measures with measures of depression for clients in cognitive therapy for depression,"beck depression inventory-ii (bdi-ii),hamilton depresion rating scale (hdrs),beck hopelessness scale (bhs),inventory of interpersonal problems-circumplex version (iip-c)",NA,NA,"Cahill, Jane, Barkham, Michael ... Evans, Chris (2006)",Depression; 
2006,2006,Treatment,English,English,N,Empirical,Only once,N,N,CORE-OM;CORE-A(TAF);CORE-A(EoT);,Electronic/automated instruments;,NA,UK,NA,Men;Women,"cahill, jane; potter, steve; mullin, tracy",10.1080/14733140600581457,<a href='http://doi.wiley.com/10.1080/14733140600581457' target='_blank' >http://doi.wiley.com/10.1080/14733140600581457</a>,"Cahill, Jane, Potter, Steve ... Mullin, Tracy (2006) First contact session outcomes in primary care psychological therapy and counselling services. Counselling and Psychotherapy Research 6:6(1):41-49",2006_006,first contact session outcomes in primary care psychological therapy and counselling services,NA,NA,NA,"Cahill, Jane, Potter, Steve ... Mullin, Tracy (2006)",
2006,2006,Treatment,English,English,N,Empirical,Pre-post and follow-up,N,N,CORE-OM;,Paper and pencil;,"Work and Social Adjustment Scale (WSAS),General Health Questionnaire (GHQ-12)",UK,NA,Men;Women,"cavanagh, k.; shapiro, d. a.; berg, s.; swain, s.; barkham, m.; proudfoot, j.",10.1348/014466505X84782,<a href='https://doi.wiley.com/10.1348/014466505X84782' target='_blank' >https://doi.wiley.com/10.1348/014466505X84782</a>,"Cavanagh, K., Shapiro, D. A. ... Proudfoot, J. (2006) The effectiveness of computerized cognitive behavioural therapy in routine care. British Journal of Clinical Psychology 45:45(4):499-514",2006_007,the effectiveness of computerized cognitive behavioural therapy in routine care,"work and social adjustment scale (wsas),general health questionnaire (ghq-12)",NA,NA,"Cavanagh, K., Shapiro, D. A. ... Proudfoot, J. (2006)",Anxiety; Depression; 
2006,2006,Treatment,English,English,N,Empirical,Multiple completions for other than therapy purposes,N,N,CORE-A(TAF);CORE-A(EoT);,Electronic/automated instruments;,NA,UK,NA,Men;Women,"connell, janice; grant, stewart; mullin, tracy",10.1080/14733140600581507,<a href='http://doi.wiley.com/10.1080/14733140600581507' target='_blank' >http://doi.wiley.com/10.1080/14733140600581507</a>,"Connell, Janice, Grant, Stewart ... Mullin, Tracy (2006) Client initiated termination of therapy at NHS primary care counselling services. Counselling and Psychotherapy Research 6:6(1):60-67",2006_008,client initiated termination of therapy at nhs primary care counselling services,NA,NA,NA,"Connell, Janice, Grant, Stewart ... Mullin, Tracy (2006)",
2006,2006,General population,English,English,N,Empirical,Multiple completions for other than therapy purposes,N,N,CORE-GP;,Unknown;,NA,UK,NA,Men;Women,"cooke, richard; bewick, bridgette m.; barkham, michael; bradley, margaret; audin, kerry",10.1080/03069880600942624,<a href='http://www.tandfonline.com/doi/abs/10.1080/03069880600942624' target='_blank' >http://www.tandfonline.com/doi/abs/10.1080/03069880600942624</a>,"Cooke, Richard, Bewick, Bridgette M. ... Audin, Kerry (2006) Measuring, monitoring and managing the psychological well-being of first year university students. British Journal of Guidance & Counselling 34:34(4):505-517",2006_009,"measuring, monitoring and managing the psychological well-being of first year university students",NA,NA,NA,"Cooke, Richard, Bewick, Bridgette M. ... Audin, Kerry (2006)",Anxiety; Depression; 
2006,2006,Treatment,English,NA,N,Empirical but did not use CORE,Not applicable,NA,NA,NA,NA,NA,NA,NA,Not applicable,"daniel, tom; mcleod, john",10.1080/14733140601024762,<a href='http://doi.wiley.com/10.1080/14733140601024762' target='_blank' >http://doi.wiley.com/10.1080/14733140601024762</a>,"Daniel, Tom & Mcleod, John (2006) Weighing up the evidence: A qualitative analysis of how person-centred counsellors evaluate the effectiveness of their practice. Counselling and Psychotherapy Research 6:6(4):244-249",2006_010,weighing up the evidence: a qualitative analysis of how person-centred counsellors evaluate the effectiveness of their practice,NA,NA,NA,"Daniel, Tom & Mcleod, John (2006)",
2006,2006,Treatment,English,English,N,Empirical,Session-by-session,N,N,CORE-SF/A;CORE-SF/B;,Paper and pencil;,NA,UK,NA,Men;Women,"davies, lene; leach, chris; lucock, mike; stiles, william b.; iveson, steve; barkham, michael",10.1348/147608305X41209,<a href='http://doi.wiley.com/10.1348/147608305X41209' target='_blank' >http://doi.wiley.com/10.1348/147608305X41209</a>,"Davies, Lene, Leach, Chris ... Barkham, Michael (2006) Therapists' recall of early sudden gains in routine clinical practice. Psychology and Psychotherapy: Theory, Research and Practice 79:79(1):107-114",2006_011,therapists' recall of early sudden gains in routine clinical practice,NA,NA,NA,"Davies, Lene, Leach, Chris ... Barkham, Michael (2006)",Anxiety; Depression; Trauma/abuse
